KEY,d13C _Sample,Formation,Std_Fm_Name,Location,Lat,Long,Age,Uncertainty,Known_Uncertainty,Lithology,HC_Ratio,N,Reference,Flags,Notes,Uncertainty_Method
379,,Tindelpina Shale Member,Tindelpina Shale Mbr,Australia,-23.7,134.1,750,38,,SILT,0.18,1,Strauss 1992 17.10,,,
380,,Woocalla Dolomite Member,Woocalla Fm,Australia,-23.7,134.1,750,38,,SILT,0.6,1,Strauss 1992 17.10,,,
381,,Skillogalee Dolomite,Skillogalee Dolomite,Australia,-23.7,134.1,770,39,,CARB,0.1,1,Strauss 1992 17.10,,,
382,,Skillogalee Dolomite,Skillogalee Dolomite,Australia,-23.7,134.1,770,39,,CH,0.2,1,Strauss 1992 17.10,,,
383,,Skillogalee Dolomite,Skillogalee Dolomite,Australia,-23.7,134.1,770,39,,CH,0.31,1,Strauss 1992 17.10,,,
384,,Skillogalee Dolomite,Skillogalee Dolomite,Australia,-23.7,134.1,770,39,,CARB,0.23,4,Strauss 1992 17.10,,,
385,,River Wakefield Subgroup,River Wakefield Gp,Australia,-23.7,134.1,775,39,,CH,0.58,,Strauss 1992 17.10,,,
386,,Burra Group,Burra Gp,Australia,-23.7,134.1,800,40,,CH,0.17,,Strauss 1992 17.10,,,
387,,"Black Mudstone, Utah","Black Mudstone, Utah",USA,40.7,-96.2,830,42,,SH,0.1,1,Strauss 1992 17.10,,,
388,,Beck Spring Dolomite,Beck Springs Dolomite,USA,40.7,-96.2,850,43,,CARB,0.14,1,Strauss 1992 17.10,,,
389,,Bitter Springs Formation,Bitter Springs Fm,Australia,-23.7,134.1,850,43,,CARB,0.82,1,Strauss 1992 17.10,,,
390,,Bitter Springs Formation,Bitter Springs Fm,Australia,-23.7,134.1,850,43,,CH,0.1,1,Strauss 1992 17.10,,,
391,,Bitter Springs Formation,Bitter Springs Fm,Australia,-23.7,134.1,850,43,,CH,0.34,1,Strauss 1992 17.10,,,
392,,Bitter Springs Formation,Bitter Springs Fm,Australia,-23.7,134.1,850,43,,CARB,0.73,1,Strauss 1992 17.10,,,
393,,Bitter Springs Formation,Bitter Springs Fm,Australia,-23.7,134.1,850,43,,CARB,0.37,2,Strauss 1992 17.10,,,
394,,Kingston Peak Formation,Kingston Peak Fm,USA,40.7,-96.2,850,43,,CARB,0.27,1,Strauss 1992 17.10,,,
395,,Love's Creek Member,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CARB,0.35,1,Strauss 1992 17.10,,,
396,,Love's Creek Member,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CH,0.39,1,Strauss 1992 17.10,,,
397,,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,CH,0.79,1,Strauss 1992 17.10,,,
398,,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,SH,0.84,3,Strauss 1992 17.10,,,
399,,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,CARB,0.78,2,Strauss 1992 17.10,,,
400,,Awatubi Member,"Awatubi Mbr, Chuar Gp",USA,40.7,-96.2,862,43,,SH,0.7,2,Strauss 1992 17.10,,,
401,,Carbon Canyon Member,Carbon Canyon Mbr,USA,40.7,-96.2,900,45,,SILT,0.64,1,Strauss 1992 17.10,,,
402,,Carbon Canyon Member,Carbon Canyon Mbr,USA,40.7,-96.2,900,45,,SILT,0.74,1,Strauss 1992 17.10,,,
403,,Jupiter Member,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.57,4,Strauss 1992 17.10,,,
404,,Red Pine Shale,Red Pine Shale,USA,40.7,-96.2,950,48,,SH,0.65,2,Strauss 1992 17.10,,,
405,,Tanner Member,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.68,5,Strauss 1992 17.10,,,
406,,Allamoore Formation,Allamoore Fm,USA,40.7,-96.2,1050,53,,CH,0.31,1,Strauss 1992 17.10,,,
407,,Nonesuch Shale,Nonesuch Shale,USA,40.7,-96.2,1055,53,,SILT,0.53,1,Strauss 1992 17.10,,,
408,,Nonesuch Shale,Nonesuch Shale,USA,40.7,-96.2,1055,53,,SH,0.5,1,Strauss 1992 17.10,,,
409,,Hongshuizhuang Formation,Honghuizhuang Fm,China,33.9,104.1,1250,63,,SH,0.67,2,Strauss 1992 17.10,,,
410,,Wumishan Formation,Wumishan Fm,China,33.9,104.1,1325,66,,CH,0.54,1,Strauss 1992 17.10,,,
411,,McMinn Formation,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SH,0.56,3,Strauss 1992 17.10,,,
412,,McMinn Formation,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SH,1.17,1,Strauss 1992 17.10,,,
413,,McMinn Formation,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SH,0.7,6,Strauss 1992 17.10,,,
414,,McMinn Formation,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,0.96,5,Strauss 1992 17.10,,,
415,,Lansen Creek Shale Member,Lansen Creek Shale Mbr,Australia,-23.7,134.1,1350,68,,SH,0.93,4,Strauss 1992 17.10,,,
416,,Velkerri Formation,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.81,7,Strauss 1992 17.10,,,
417,,Yangzhuang Formation,Yangzhuang Fm,China,33.9,104.1,1350,68,,CH,0.49,1,Strauss 1992 17.10,,,
418,,Bungle Bungle Dolomite,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CARB,0.4,3,Strauss 1992 17.10,,,
419,,Bungle Bungle Dolomite,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CARB,0.3,2,Strauss 1992 17.10,,,
420,,Bungle Bungle Dolomite,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CH,0.31,1,Strauss 1992 17.10,,,
421,,Bungle Bungle Dolomite,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,SH,0.45,1,Strauss 1992 17.10,,,
422,,Dismal Lakes Group,Dismal Lakes Gp,Canada,59.6,-103.1,1400,70,,CH,0.67,1,Strauss 1992 17.10,,,
423,,Greyson Shale,Greyson Shale,USA,40.7,-96.2,1420,71,,SILT,0.37,1,Strauss 1992 17.10,,,
424,,Gaoyuzhuang Formation,Gaoyuzhuang Fm,China,33.9,104.1,1425,71,,CH,0.45,2,Strauss 1992 17.10,,,
425,,Newland Limestone,"Newland Fm, Belt Sgp",USA,40.7,-96.2,1440,72,,SH,0.34,2,Strauss 1992 17.10,,,
426,,Balbirini Formation,"Balbirini Dolomite, Nathan Gp",Australia,-23.7,134.1,1482,74,,CARB,0.99,1,Strauss 1992 17.10,,,
427,,Yalco Formation,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,0.99,6,Strauss 1992 17.10,,,
428,,Lynott-Donnegan Member,"Lynott Fm, McArthur Gp",Australia,-23.7,134.1,1490,75,,SH,0.94,1,Strauss 1992 17.10,,,
429,,Barney Creek Formation,"Barney Creek Fm, McArthur Gp",Australia,-23.7,134.1,1500,75,,SH,1.03,19,Strauss 1992 17.10,,,
430,,HYC Pyritic Shale Member,"HYC Pyritic Shale Mbr, McArthur Gp",Australia,-23.7,134.1,1500,75,,SH,0.39,1,Strauss 1992 17.10,,,
431,,HYC Pyritic Shale Member,"HYC Pyritic Shale Mbr, McArthur Gp",Australia,-23.7,134.1,1500,75,,SH,0.64,1,Strauss 1992 17.10,,,
432,,Marimo Slate,Marimo Slate,Australia,-23.7,134.1,1500,75,,SH,0.05,1,Strauss 1992 17.10,,,
433,,Tooganinie Formation,"Tooganinie Fm, McArthur Gp",Australia,-23.7,134.1,1600,80,,CARB,0.65,1,Strauss 1992 17.10,,,
434,,Paradise Creek Formation,"Paradise Creek Fm, McNamara Gp",Australia,-23.7,134.1,1650,83,,CH,0.2,1,Strauss 1992 17.10,,,
435,,Urquhart Shale,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.13,1,Strauss 1992 17.10,,,
436,,Urquhart Shale,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.1,1,Strauss 1992 17.10,,,
437,,Urquhart Shale,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.11,1,Strauss 1992 17.10,,,
438,,Tuanshanzi Formation,Tuanshanzi Fm,China,33.9,104.1,1750,88,,CARB,0.57,1,Strauss 1992 17.10,,,
439,,Earaheedy Group,Earaheedy Gp,Australia,-23.7,134.1,1800,90,,CARB,0.27,1,Strauss 1992 17.10,,,
440,,Chuanlinggou Formation,Chuanlinggou Fm,China,33.9,104.1,1850,93,,SH,0.41,3,Strauss 1992 17.10,,,
441,,Koolpin Formation,Koolpin Fm,Australia,-23.7,134.1,1885,94,,CH,0.17,1,Strauss 1992 17.10,,,
442,,Fontano Formation,Fontano Fm,Canada,59.6,-103.1,1900,95,,SH,0.14,1,Strauss 1992 17.10,,,
443,,Rove Formation,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.47,3,Strauss 1992 17.10,,,
444,,Rove Formation,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.41,1,Strauss 1992 17.10,,,
445,,Union Island Group,Union Island Gp,Canada,59.6,-103.1,1900,95,,SH,0.23,1,Strauss 1992 17.10,,,
446,,Rocknest Formation,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.2,5,Strauss 1992 17.10,,,
447,,Tyler Formation,Tyler Fm,USA,40.7,-96.2,1950,98,,SH,0.29,2,Strauss 1992 17.10,,,
448,,Duck Creek Dolomite,Duck Creek Dolomite,Australia,-23.7,134.1,2000,100,,CARB,0.14,1,Strauss 1992 17.10,,,
449,,Duck Creek Dolomite,Duck Creek Dolomite,Australia,-23.7,134.1,2000,100,,CH,0.32,1,Strauss 1992 17.10,,,
450,,Gunflint Iron Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.41,4,Strauss 1992 17.10,,,
451,,Gunflint Iron Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CARB,0.44,1,Strauss 1992 17.10,,,
452,,Gunflint Iron Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.1,1,Strauss 1992 17.10,,,
453,,Gunflint Iron Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.61,1,Strauss 1992 17.10,,,
454,,Albanel Formation,Albanel Fm,Canada,59.6,-103.1,2100,105,,CARB,0.14,1,Strauss 1992 17.10,,,
455,,McLeary Formation,McLeary Fm,Canada,59.6,-103.1,2100,105,,CH,0.26,1,Strauss 1992 17.10,,,
456,,Reivilo Formation,Reivilo Shale Fm,South Africa,-28.7,25.3,2300,115,,SH,0.26,3,Strauss 1992 17.10,,,
457,,Klipfonteinheuwel Formation,Klipfonteinheuwel Fm,South Africa,-28.7,25.3,2325,116,,CH,0.13,1,Strauss 1992 17.10,,,
458,,Malmani Subgroup,"Malmani Fm, Espanola Subgp",South Africa,-28.7,25.3,2400,120,,CARB,0.18,2,Strauss 1992 17.10,,,
459,,Gamonaan Formation,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,SH,0.18,1,Strauss 1992 17.10,,,
460,,Gamonaan Formation,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.26,5,Strauss 1992 17.10,,,
461,,Mt. McRae Shale,Mount McRae Shale,Australia,-23.7,134.1,2500,125,,SH,0.11,2,Strauss 1992 17.10,,,
462,,Wittenoom Dolomite,"Wittenoom Fm, Hamersley Gp",Australia,-23.7,134.1,2500,125,,SH,0.14,1,Strauss 1992 17.10,,,
463,,Bulawayan Group,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,130,,CARB,0.1,1,Strauss 1992 17.10,,,
464,,Manjeri Formation,"Manjeri Fm, Ngesi Gp",Zimbabwe,-19.2,30.1,2600,130,,CH,0.15,1,Strauss 1992 17.10,,,
465,,Steeprock Group,Steep Rock Gp,Canada,59.6,-103.1,2600,130,,CH,0.17,1,Strauss 1992 17.10,,,
466,,Jeerinah Formation,"Jeerinah Fm, Fortescue Gp",Australia,-23.7,134.1,2650,133,,SH,0.42,2,Strauss 1992 17.10,,,
467,,Jeerinah Formation,"Jeerinah Fm, Fortescue Gp",Australia,-23.7,134.1,2650,133,,SH,0.14,1,Strauss 1992 17.10,,,
468,,Ventersdorp Supergroup,Ventersdorp Sgp,South Africa,-28.7,25.3,2650,133,,CH,0.14,1,Strauss 1992 17.10,,,
469,,Witwatersrand Supergroup,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0.71,23,Strauss 1992 17.10,,,
470,,Meentheena Carbonate Member,Meentheena Mbr,Australia,-23.7,134.1,2750,138,,CH,0.22,1,Strauss 1992 17.10,,,
471,,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CH,0.25,1,Strauss 1992 17.10,,,
472,,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,SH,0.47,1,Strauss 1992 17.10,,,
473,,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CARB,0.3,2,Strauss 1992 17.10,,,
474,,Fortescue Group,Fortescue Gp,Australia,-23.7,134.1,2800,140,,SH,0.43,1,Strauss 1992 17.10,,,
475,,Mozaan Group,Mozaan Gp,South Africa,-28.7,25.3,3000,150,,SH,0.11,1,Strauss 1992 17.10,,,
476,,Gorge Creek Group,Gorge Creek Gp,Australia,-23.7,134.1,3200,160,,SH,0.09,1,Strauss 1992 17.10,,,
477,,Kromberg Formation,Kromberg Fm,South Africa,-28.7,25.3,3300,165,,CH,0.14,3,Strauss 1992 17.10,,,
478,,Kromberg Formation,Kromberg Fm,South Africa,-28.7,25.3,3300,165,,CH,0.13,1,Strauss 1992 17.10,,,
479,,Fig Tree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.16,1,Strauss 1992 17.10,,,
480,,Fig Tree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.45,2,Strauss 1992 17.10,,,
481,,Fig Tree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.16,1,Strauss 1992 17.10,,,
482,,Fig Tree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.19,2,Strauss 1992 17.10,,,
483,,Fig Tree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.15,2,Strauss 1992 17.10,,,
484,,Towers Formation,Towers Fm,Australia,-23.7,134.1,3435,172,,CH,0.25,3,Strauss 1992 17.10,,,
485,,Hooggenoeg Formation,Hooggenoeg Fm,South Africa,-28.7,25.3,3450,173,,CH,0.12,1,Strauss 1992 17.10,,,
486,,Hooggenoeg Formation,Hooggenoeg Fm,South Africa,-28.7,25.3,3450,173,,CH,0.53,3,Strauss 1992 17.10,,,
487,,Hooggenoeg Formation,Hooggenoeg Fm,South Africa,-28.7,25.3,3450,173,,CH,0.2,1,Strauss 1992 17.10,,,
488,,Onverwacht Group,Onverwacht Gp,Zimbabwe,-19.2,30.1,3450,173,,CH,0.15,1,Strauss 1992 17.10,,,
489,,Onverwacht Group,Onverwacht Gp,Zimbabwe,-19.2,30.1,3450,173,,CH,0.59,11,Strauss 1992 17.10,,,
490,,Swartkoppie Formation,Swartkoppie Fm,South Africa,-28.7,25.3,3450,173,,CH,0.1,2,Strauss 1992 17.10,,,
491,,Swartkoppie Formation,Swartkoppie Fm,South Africa,-28.7,25.3,3450,173,,CH,0.3,1,Strauss 1992 17.10,,,
492,,Theespruit Formation,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.06,1,Strauss 1992 17.10,,,
493,,Theespruit Formation,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,SH,0.02,1,Strauss 1992 17.10,,,
494,,Theespruit Formation,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.05,7,Strauss 1992 17.10,,,
495,,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3700,185,,BIF,0.02,1,Strauss 1992 17.10,,,
496,,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3700,185,,H,0.01,1,Strauss 1992 17.10,,,
497,17235,Khatyspyt Formation,Khatyspyt Fm,Russia,63.7,98.1,620,31,,SH,1.3,1,Strauss 1992 3.2.5,,,
498,17236,Boonall Dolomite,Boondall Dolomite,Australia,-23.7,134.1,640,32,,CARB,0.23,1,Strauss 1992 3.2.5,,,
499,17237,Sheepbed Formation,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.23,5,Strauss 1992 3.2.5,,,
500,17238,Twitya Formation,Twitya Fm,Canada,59.6,-103.1,706,35,,SH,0.44,4,Strauss 1992 3.2.5,,,
501,17239,Luoquan Formation,Luoquan Fm,China,33.9,104.1,700,35,,SH,0.31,3,Strauss 1992 3.2.5,,,
502,17240,Biri Formation,Biri Fm,Norway,65.9,13.6,700,35,,CARB,0.57,4,Strauss 1992 3.2.5,,,
503,17241,Tindelpina Shale,Tindelpina Shale Mbr,Australia,-23.7,134.1,750,38,,SILT,0.18,1,Strauss 1992 3.2.5,,,
504,17242,Woocalla Dolomite,Woocalla Fm,Australia,-23.7,134.1,750,38,,SH,0.6,1,Strauss 1992 3.2.5,,,
505,17243,River Wakefield Subgroup,River Wakefield Gp,Australia,-23.7,134.1,775,39,,CH,0.82,2,Strauss 1992 3.2.5,,,
506,17244,Kingston Peak Formation,Kingston Peak Fm,USA,40.7,-96.2,850,43,,CARB,0.27,1,Strauss 1992 3.2.5,,,
507,17245,Beck Spring Dolomite,Beck Springs Dolomite,USA,40.7,-96.2,850,43,,CARB,0.14,1,Strauss 1992 3.2.5,,,
508,17246,Love's Creek Member,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CH,0.35,1,Strauss 1992 3.2.5,,,
509,17247,Love's Creek Member,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CARB,0.39,1,Strauss 1992 3.2.5,,,
510,17248,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,3H,0.84,3,Strauss 1992 3.2.5,,,
511,17249,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,CH,0.79,1,Strauss 1992 3.2.5,,,
512,17250,Walcott Member,Walcott Mbr,USA,40.7,-96.2,850,43,,CARB,0.78,2,Strauss 1992 3.2.5,,,
513,17251,Awatubi Member,"Awatubi Mbr, Chuar Gp",USA,40.7,-96.2,862,43,,SH,0.7,2,Strauss 1992 3.2.5,,,
514,17252,Carbon Canyon Member,Carbon Canyon Mbr,USA,40.7,-96.2,500,25,,SH,0.74,1,Strauss 1992 3.2.5,,,
515,17253,Carbon Canyon Member,Carbon Canyon Mbr,USA,40.7,-96.2,500,25,,CARB,0.64,1,Strauss 1992 3.2.5,,,
516,17254,Jupiter Member,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.57,4,Strauss 1992 3.2.5,,,
517,17255,Red Pine Shale,Red Pine Shale,USA,40.7,-96.2,950,48,,SH,0.68,2,Strauss 1992 3.2.5,,,
518,17256,Tanner Member,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.53,4,Strauss 1992 3.2.5,,,
519,17257,Allamoore Formation,Allamoore Fm,USA,40.7,-96.2,1050,53,,CH,0.31,1,Strauss 1992 3.2.5,,,
520,17258,Nonesuch Shale,Nonesuch Shale,USA,40.7,-96.2,1055,53,,SILT,0.53,1,Strauss 1992 3.2.5,,,
521,17259,Hongshuizhuang Formation,Honghuizhuang Fm,China,33.9,104.1,1250,63,,SH,0.67,2,Strauss 1992 3.2.5,,,
522,17260,Wumishan Formation,Wumishan Fm,China,33.9,104.1,1325,66,,CH,0.54,1,Strauss 1992 3.2.5,,,
523,17261,McMinn Formation,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,0.96,5,Strauss 1992 3.2.5,,,
524,17262,Yangzhuang Formation,Yangzhuang Fm,China,33.9,104.1,1350,68,,CH,0.49,1,Strauss 1992 3.2.5,,,
525,17263,Bungle Bungle Dolomite,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CARB,0.3,2,Strauss 1992 3.2.5,,,
526,17264,Dismal Lakes Group,Dismal Lakes Gp,Canada,59.6,-103.1,1400,70,,CH,0.67,1,Strauss 1992 3.2.5,,,
527,17265,Greyson Shale,Greyson Shale,USA,40.7,-96.2,1420,71,,SH,0.37,1,Strauss 1992 3.2.5,,,
528,17266,Gaoyuzhuang Formation,Gaoyuzhuang Fm,China,33.9,104.1,1425,71,,CH,0.45,2,Strauss 1992 3.2.5,,,
529,17267,Newland Limestone,"Newland Fm, Belt Sgp",USA,40.7,-96.2,1440,72,,SH,0.34,2,Strauss 1992 3.2.5,,,
530,17268,Urquhart Shale,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.11,1,Strauss 1992 3.2.5,,,
531,17269,Tuanshanzi Formation,Tuanshanzi Fm,China,33.9,104.1,1750,88,,CARB,0.57,1,Strauss 1992 3.2.5,,,
532,17270,Chuanglinggou Formation,Chuanlinggou Fm,China,33.9,104.1,1850,93,,SH,0.41,3,Strauss 1992 3.2.5,,,
533,17271,Koolpin Formation,Koolpin Fm,Australia,-23.7,134.1,1885,94,,CH,0.17,1,Strauss 1992 3.2.5,,,
534,17272,Fontano Formation,Fontano Fm,Canada,59.6,-103.1,1900,95,,SH,0.14,1,Strauss 1992 3.2.5,,,
535,17273,Union Island Formation,Union Island Gp,Canada,59.6,-103.1,1900,95,,SH,0.23,1,Strauss 1992 3.2.5,,,
536,17274,Rove Formation,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.47,3,Strauss 1992 3.2.5,,,
537,17275,Rocknest Formation,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.2,5,Strauss 1992 3.2.5,,,
538,17276,Tyler Formation,Tyler Fm,USA,40.7,-96.2,1950,98,,SH,0.29,2,Strauss 1992 3.2.5,,,
539,17277,Gunflint Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.41,4,Strauss 1992 3.2.5,,,
540,17278,Gunflint Formation,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CARB,0.44,1,Strauss 1992 3.2.5,,,
541,17279,Reivilo Formation,Reivilo Shale Fm,South Africa,-28.7,25.3,2300,115,,SH,0.26,3,Strauss 1992 3.2.5,,,
542,17280,Klipfonteinheuwel Formation,Klipfonteinheuwel Fm,South Africa,-28.7,25.3,2325,116,,CH,0.13,1,Strauss 1992 3.2.5,,,
543,17281,Gamohaan Formation,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.26,5,Strauss 1992 3.2.5,,,
544,17282,Gamohaan Formation,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,SH,0.18,1,Strauss 1992 3.2.5,,,
545,17283,Jeerinah Formation,"Jeerinah Fm, Fortescue Gp",Australia,-23.7,134.1,2650,133,,SH,0.42,2,Strauss 1992 3.2.5,,,
546,17284,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,SH,0.47,1,Strauss 1992 3.2.5,,,
547,17285,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CARB,0.3,2,Strauss 1992 3.2.5,,,
548,17286,Tumbiana Formation,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CH,0.22,1,Strauss 1992 3.2.5,,,
549,17287,Kromberg Formation,Kromberg Fm,South Africa,-28.7,25.3,3300,165,,CH,0.14,3,Strauss 1992 3.2.5,,,
550,17288,Figtree Group,Fig Tree Gp,South Africa,-28.7,25.3,3350,168,,CH,0.19,2,Strauss 1992 3.2.5,,,
551,17289,Hooggenoeg Formation,Hooggenoeg Fm,South Africa,-28.7,25.3,3450,173,,CH,0.2,1,Strauss 1992 3.2.5,,,
552,17290,Theespruit Formation,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.06,1,Strauss 1992 3.2.5,,,
553,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.78,,Lee and Sun 2013,,,Period Average
554,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.04,,Lee and Sun 2013,,,Period Average
555,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.89,,Lee and Sun 2013,,,Period Average
556,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.18,,Lee and Sun 2013,,,Period Average
557,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.36,,Lee and Sun 2013,,,Period Average
558,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.08,,Lee and Sun 2013,,,Period Average
559,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.86,,Lee and Sun 2013,,,Period Average
560,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.9,,Lee and Sun 2013,,,Period Average
561,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.9,,Lee and Sun 2013,,,Period Average
562,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.8,,Lee and Sun 2013,,,Period Average
563,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.85,,Lee and Sun 2013,,,Period Average
564,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.07,,Lee and Sun 2013,,,Period Average
565,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.1,,Lee and Sun 2013,,,Period Average
566,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.77,,Lee and Sun 2013,,,Period Average
567,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.68,,Lee and Sun 2013,,,Period Average
568,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.56,,Lee and Sun 2013,,,Period Average
569,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.04,,Lee and Sun 2013,,,Period Average
570,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.07,,Lee and Sun 2013,,,Period Average
571,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.94,,Lee and Sun 2013,,,Period Average
572,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,0.16,,Lee and Sun 2013,,,Period Average
573,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.36,,Lee and Sun 2013,,,Period Average
574,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.44,,Lee and Sun 2013,,,Period Average
575,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.43,,Lee and Sun 2013,,,Period Average
576,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,0.84,,Lee and Sun 2013,,,Period Average
577,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,0.96,,Lee and Sun 2013,,,Period Average
578,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,1.18,,Lee and Sun 2013,,,Period Average
