KEY,Formation,Std_Fm_Name,Location,Lat,Long,Age,Source_Uncertainty,Uncertainty,Known_Uncertainty,Mineralogy,TOC,d13C-org,d13C-carb,N,Internal_Isotope_Ref,Internal_Age_Ref,External_Ref,Strauss_Table,Summary?,Duplicate_Key,Countif_Duplicate,Duplicate,Circular_Citation,KT_Filtered,KT_Reason,Poor_Age_Constraints_(>50Ma),PMCID_Sample_Info,Flagged,Comments
1,Bulawayan Gr.,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,,130,,CH,,,-0.80,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Bulawayan GpZimbabweCH-0.8,0,FALSE,FALSE,,,X,,,
2,Bulawayan Gr.,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,,130,,CH,,,-0.70,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Bulawayan GpZimbabweCH-0.7,0,FALSE,FALSE,,,X,,,
3,Bulawayan Gr.,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,,130,,CAL,,,0.50,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Bulawayan GpZimbabweCAL0.5,0,FALSE,FALSE,,,X,,,
4,Bulawayan Gr.,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,,130,,CAL,,,0.80,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Bulawayan GpZimbabweCAL0.8,0,FALSE,FALSE,,,X,,,
5,Bulawayan Gr.,Bulawayan Gp,Zimbabwe,-19.2,30.1,2600,,130,,CAL,,,1.20,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Bulawayan GpZimbabweCAL1.2,0,FALSE,FALSE,,,X,,,
6,Lower Fig Tree Gr.,Fig Tree Gp,South Africa,-28.7,25.3,3400,> 3000,400,X,"CAL, DOL",,,0.00,,Schidlowski et al. (1975),,PMCID 1.1a,,FALSE,"Fig Tree GpSouth AfricaCAL, DOL0",0,FALSE,FALSE,,,X,,,
7,Lower Fig Tree Gr.,Fig Tree Gp,South Africa,-28.7,25.3,3400,> 3000,400,X,"CAL, DOL",,,0.00,,Schidlowski et al. (1975),,PMCID 1.1a,,FALSE,"Fig Tree GpSouth AfricaCAL, DOL0",1,FALSE,FALSE,,,X,,,
8,Lower Fig Tree Gr.,Fig Tree Gp,South Africa,-28.7,25.3,3400,> 3000,400,X,"CAL, DOL",,,0.30,,Schidlowski et al. (1975),,PMCID 1.1a,,FALSE,"Fig Tree GpSouth AfricaCAL, DOL0.3",0,FALSE,FALSE,,,X,,,
9,Lower Fig Tree Gr.,Fig Tree Gp,South Africa,-28.7,25.3,3400,> 3000,400,X,"CAL, DOL",,,1.50,,Schidlowski et al. (1975),,PMCID 1.1a,,FALSE,"Fig Tree GpSouth AfricaCAL, DOL1.5",0,FALSE,FALSE,,,X,,,
10,Burra Group,Burra Gp,Australia,-23.7,134.1,800,,50,,CH,,,4.62,,Schidlowski et al. (1983),,PMCID 1.1a,,FALSE,Burra GpAustraliaCH4.62,0,FALSE,FALSE,,,X,cryptalgal microspar (1st),,
11,Gobabis,"Gobabis Fm, Kalahari Craton",Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-1.92,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,"Gobabis Fm, Kalahari CratonNamibiaCAL-1.92",0,FALSE,FALSE,,,X,,,
12,Hilda,Hilda,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-0.94,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,HildaNamibiaCAL-0.94,0,FALSE,FALSE,,,X,,,
13,Bildah,Bildah,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-3.92,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,BildahNamibiaCAL-3.92,0,FALSE,FALSE,,,X,,,
14,Bildah,Bildah,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-3.72,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,BildahNamibiaCAL-3.72,0,FALSE,FALSE,,,X,,,
15,Grootderm,Grootderm,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-2.91,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,GrootdermNamibiaCAL-2.91,0,FALSE,FALSE,,,X,,,
16,Hilda,Hilda,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,8.76,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,HildaNamibiaCAL8.76,0,FALSE,FALSE,,,X,,,
17,Gobabis,"Gobabis Fm, Kalahari Craton",Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,-2.83,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,"Gobabis Fm, Kalahari CratonNamibiaCAL-2.83",0,FALSE,FALSE,,,X,,,
18,Gobabis,"Gobabis Fm, Kalahari Craton",Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,2.12,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,"Gobabis Fm, Kalahari CratonNamibiaCAL2.12",0,FALSE,FALSE,,,X,,,
19,Kurnool System,Kurnool System,India,22.2,78.4,#N/A,?,#N/A,,CAL,,,3.40,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,Kurnool SystemIndiaCAL3.4,0,FALSE,FALSE,,,X,,,
20,Chattisgarh System,Chattisgarh System,India,22.2,78.4,#N/A,,#N/A,,CAL,,,5.00,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,Chattisgarh SystemIndiaCAL5,0,FALSE,FALSE,,,X,gneiss,,
21,Damara Gr.,Damara Sgp,Namibia,-22.6,17.1,#N/A,?,#N/A,,CAL,,,9.90,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,Damara SgpNamibiaCAL9.9,0,FALSE,FALSE,,,X,,,
22,Cuddapah System,Cuddapah System,India,22.2,78.4,#N/A,?,#N/A,,"CAL, DOL",,,-0.90,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,"Cuddapah SystemIndiaCAL, DOL-0.9",0,FALSE,FALSE,,,X,,,
23,Damara Gr.,Damara Sgp,Namibia,-22.6,17.1,#N/A,?,#N/A,,"CAL, DOL",,,-1.10,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,"Damara SgpNamibiaCAL, DOL-1.1",0,FALSE,FALSE,,,X,,,
24,Damara Gr.,Damara Sgp,Namibia,-22.6,17.1,#N/A,?,#N/A,,"CAL, DOL",,,2.80,,Eichmann & Schidlowski (1975),,PMCID 1.1a,,FALSE,"Damara SgpNamibiaCAL, DOL2.8",0,FALSE,FALSE,,,X,,,
25,Hilda,Hilda,Namibia,-22.6,17.1,#N/A,?,#N/A,,"CAL, DOL",,,5.54,,Kaufman et al. (1991),,PMCID 1.1a,,FALSE,"HildaNamibiaCAL, DOL5.54",0,FALSE,FALSE,,,X,,,
26,26,26 Paratoo,Australia,-23.7,134.1,1050,> 1000,50,X,"CAL, DOL",,,-0.30,,Schidlowski et al. (1975),,PMCID 1.1a,,FALSE,"26 ParatooAustraliaCAL, DOL-0.3",0,FALSE,FALSE,,,X,,X,Only age data is uncertainty >1000. Listed age is 1000 + 5%
27,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.73,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.73",0,FALSE,FALSE,,,X,associated carb.,,
28,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.81,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.81",0,FALSE,FALSE,,,X,associated carb.,,
29,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.84,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.84",0,FALSE,FALSE,,,X,associated carb.,,
30,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.17,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.17",0,FALSE,FALSE,,,X,stromatolitic,,
31,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.56,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.56",0,FALSE,FALSE,,,X,stromatolitic,,
32,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.09,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.09",0,FALSE,FALSE,,,X,stromatolitic,,
33,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.45,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.45",0,FALSE,FALSE,,,X,stromatolitic,,
34,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,1.25,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL1.25",0,FALSE,FALSE,,,X,stromatolitic,,
35,Mushandike Formation,Mushandike Fm,Zimbabwe,-19.2,30.1,3600,,180,,"CAL, DOL",,,0.30,,Abell et al. (1985b),Hickman (1974),PMCID 1.1a,,FALSE,"Mushandike FmZimbabweCAL, DOL0.3",0,FALSE,FALSE,,,X,stromatolitic,,
36,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-4.50,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-4.5,0,FALSE,FALSE,,,X,,,
37,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-3.30,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-3.3,0,FALSE,FALSE,,,X,,,
38,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-4.80,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-4.8,0,FALSE,FALSE,,,X,,,
39,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-0.30,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-0.3,0,FALSE,FALSE,,,X,,,
40,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-3.30,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-3.3,1,FALSE,FALSE,,,X,,,
41,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,1.80,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL1.8,0,FALSE,FALSE,,,X,,,
42,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,1.00,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL1,0,FALSE,FALSE,,,X,,,
43,Isua Supergroup,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CAL,,,-4.10,,Perry & Ahmad (1977),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCAL-4.1,0,FALSE,FALSE,,,X,,,
44,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.9,0,FALSE,FALSE,,,X,,,
45,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.5,0,FALSE,FALSE,,,X,,,
46,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,0.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB0.5,0,FALSE,FALSE,,,X,,,
47,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.00,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2,0,FALSE,FALSE,,,X,,,
48,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.8,0,FALSE,FALSE,,,X,,,
49,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.6,0,FALSE,FALSE,,,X,,,
50,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,5.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB5.3,0,FALSE,FALSE,,,X,,,
51,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.3,0,FALSE,FALSE,,,X,,,
52,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,2.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB2.3,0,FALSE,FALSE,,,X,,,
53,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.6,1,FALSE,FALSE,,,X,,,
54,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.9,0,FALSE,FALSE,,,X,,,
55,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.9,1,FALSE,FALSE,,,X,,,
56,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.70,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.7,0,FALSE,FALSE,,,X,,,
57,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.4,0,FALSE,FALSE,,,X,,,
58,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,0,FALSE,FALSE,,,X,,,
59,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.5,0,FALSE,FALSE,,,X,,,
60,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.1,0,FALSE,FALSE,,,X,,,
61,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,1,FALSE,FALSE,,,X,,,
62,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,2,FALSE,FALSE,,,X,,,
63,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.5,0,FALSE,FALSE,,,X,,,
64,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,3,FALSE,FALSE,,,X,,,
65,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,2.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB2.1,0,FALSE,FALSE,,,X,,,
66,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.5,1,FALSE,FALSE,,,X,,,
67,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,0.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB0.8,0,FALSE,FALSE,,,X,,,
68,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,5.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB5.4,0,FALSE,FALSE,,,X,,,
69,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.6,2,FALSE,FALSE,,,X,,,
70,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.8,0,FALSE,FALSE,,,X,,,
71,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.3,0,FALSE,FALSE,,,X,,,
72,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.3,0,FALSE,FALSE,,,X,,,
73,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.4,0,FALSE,FALSE,,,X,,,
74,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-6.50,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-6.5,0,FALSE,FALSE,,,X,,,
75,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.8,1,FALSE,FALSE,,,X,,,
76,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.1,0,FALSE,FALSE,,,X,,,
77,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.8,2,FALSE,FALSE,,,X,,,
78,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.3,1,FALSE,FALSE,,,X,,,
79,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.9,0,FALSE,FALSE,,,X,,,
80,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.1,1,FALSE,FALSE,,,X,,,
81,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.1,0,FALSE,FALSE,,,X,,,
82,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.3,0,FALSE,FALSE,,,X,,,
83,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.9,1,FALSE,FALSE,,,X,,,
84,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.1,0,FALSE,FALSE,,,X,,,
85,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.6,0,FALSE,FALSE,,,X,,,
86,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.00,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4,0,FALSE,FALSE,,,X,,,
87,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.8,1,FALSE,FALSE,,,X,,,
88,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.9,0,FALSE,FALSE,,,X,,,
89,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.6,1,FALSE,FALSE,,,X,,,
90,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.4,1,FALSE,FALSE,,,X,,,
91,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.6,2,FALSE,FALSE,,,X,,,
92,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.70,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.7,0,FALSE,FALSE,,,X,,,
93,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-6.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-6.9,0,FALSE,FALSE,,,X,,,
94,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.80,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.8,0,FALSE,FALSE,,,X,,,
95,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.70,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.7,0,FALSE,FALSE,,,X,,,
96,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.10,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.1,1,FALSE,FALSE,,,X,,,
97,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.4,2,FALSE,FALSE,,,X,,,
98,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-3.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-3.6,3,FALSE,FALSE,,,X,,,
99,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-5.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-5.6,0,FALSE,FALSE,,,X,,,
100,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.9,1,FALSE,FALSE,,,X,,,
101,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-0.30,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-0.3,1,FALSE,FALSE,,,X,,,
102,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.70,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.7,1,FALSE,FALSE,,,X,,,
103,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.4,0,FALSE,FALSE,,,X,,,
104,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.70,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.7,1,FALSE,FALSE,,,X,,,
105,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.60,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.6,0,FALSE,FALSE,,,X,,,
106,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-2.40,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-2.4,1,FALSE,FALSE,,,X,,,
107,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,4,FALSE,FALSE,,,X,,,
108,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-1.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-1.9,5,FALSE,FALSE,,,X,,,
109,eastern Isua Belt,Isua Sgp,Greenland,76.3,-41.5,3800,?,190,,CARB,,,-4.90,,Schidlowski et al. (1979),,PMCID 1.1a,,FALSE,Isua SgpGreenlandCARB-4.9,2,FALSE,FALSE,,,X,,,
