KEY,Formation,Std_Fm_Name,Location,Lat,Long,Age,Source_Uncertainty,Uncertainty,Known_Uncertainty,Mineralogy,TOC,d13C-org,d13C-carb,N,Internal_Isotope_Ref,Internal_Age_Ref,External_Ref,Strauss_Table,Summary?,Duplicate_Key,Countif_Duplicate,Duplicate,Circular_Citation,KT_Filtered,KT_Reason,Poor_Age_Constraints_(>50Ma),PMCID_Sample_Info,Flagged,Comments
4642,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.081,-33.2,-0.90,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.081-33.2-0.9,0,FALSE,FALSE,,,,,,
4643,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.098,-31.9,1.10,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.098-31.91.1,0,FALSE,FALSE,,,,,,
4644,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,-0.40,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL-0.4,7,FALSE,FALSE,,,,,,
4645,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,-0.30,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL-0.3,5,FALSE,FALSE,,,,,,
4646,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,0.00,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL0,7,FALSE,FALSE,,,,,,
4647,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,0.00,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL0,8,FALSE,FALSE,,,,,,
4648,Turkut,Turkut,Russia,63.7,98.1,550,543 to 559,9,X,"CAL, DOL",,-31.4,-1.80,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,"TurkutRussiaCAL, DOL-31.4-1.8",0,FALSE,FALSE,,,,,,
4649,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.039,,2.50,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.0392.5,0,FALSE,FALSE,,,,,,
4650,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,0.00,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL0,9,FALSE,FALSE,,,,,,
4651,Dabis,Dabis,Namibia,-22.6,17.1,550,559 to 543,9,X,CAL,,,-5.07,,Kaufman et al. (1991),Grotzinger et al. (1995): Nature,PMCID 1.1a,,FALSE,DabisNamibiaCAL-5.07,0,FALSE,FALSE,,,,,,
4652,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,UN,,,-3.30,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,Staraya Rechka FmRussiaUN-3.3,0,FALSE,FALSE,,,,,,
4653,Kharayutekh Formation,Keteme Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,-0.40,,Pelechaty et al. (1996),,PMCID 1.1a,,FALSE,Keteme FmRussiaCAL-0.4,8,FALSE,FALSE,,,,,,
4654,Doushantou Fm.,Doushantuo Fm,China,33.9,104.1,570,550 to 590,20,X,CAL,,,5.32,,Yang et al. (1999),,PMCID 1.1a,,FALSE,Doushantuo FmChinaCAL5.32,0,FALSE,FALSE,,,,dolostone,,
4655,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,-32.6,3.20,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL-32.63.2,0,FALSE,FALSE,,,,,,
4656,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.051,,1.00,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.0511,0,FALSE,FALSE,,,,,,
4657,Doushantou Fm.,Doushantuo Fm,China,33.9,104.1,570,550 to 590,20,X,CAL,,,5.08,,Yang et al. (1999),,PMCID 1.1a,,FALSE,Doushantuo FmChinaCAL5.08,0,FALSE,FALSE,,,,limestone,,
4658,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.048,-29,0.10,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.048-290.1,0,FALSE,FALSE,,,,,,
4659,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,,,-2.60,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL-2.6,0,FALSE,FALSE,,,,,,
4660,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,UN,,,-3.70,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,Staraya Rechka FmRussiaUN-3.7,0,FALSE,FALSE,,,,,,
4661,Khatyspyt,Khatyspyt Fm,Russia,63.7,98.1,550,543 to 570,20,X,CAL,0.138,-29.7,-1.70,,Knoll et al. (1995b),,PMCID 1.1a,,FALSE,Khatyspyt FmRussiaCAL0.138-29.7-1.7,0,FALSE,FALSE,,,,,,
4662,Nama,Nama Gp,Namibia,-22.6,17.1,545,549 to 543,4,X,"CAL, DOL",,,1.80,,Derry et.al. (1992),?,PMCID 1.1a,,FALSE,"Nama GpNamibiaCAL, DOL1.8",0,FALSE,FALSE,,,,,,
4663,Nama,Nama Gp,Namibia,-22.6,17.1,545,549 to 543,4,X,"CAL, DOL",,,-5.18,,Derry et.al. (1992),?,PMCID 1.1a,,FALSE,"Nama GpNamibiaCAL, DOL-5.18",0,FALSE,FALSE,,,,,,
4665,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1",0,FALSE,FALSE,,,,dolostone,,
4666,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1",1,FALSE,FALSE,,,,dolostone,,
4667,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.4",0,FALSE,FALSE,,,,dolostone,,
4668,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.15,-27.91,0.90,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.15-27.910.9",0,FALSE,FALSE,,,,dolostone,,
4669,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.16,-31.14,-3.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.16-31.14-3",0,FALSE,FALSE,,,,siliceous dolostone,,
4670,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.15,-30.65,-1.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.15-30.65-1",0,FALSE,FALSE,,,,dolostone,,
4671,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.4",1,FALSE,FALSE,,,,dolostone,,
4672,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.90,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.9",0,FALSE,FALSE,,,,dolostone,,
4673,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.50,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.5",0,FALSE,FALSE,,,,dolostone,,
4674,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.80,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.8",0,FALSE,FALSE,,,,dolostone,,
4675,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.38,-31.8,-2.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.38-31.8-2.1",0,FALSE,FALSE,,,,dolostone,,
4676,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.24,-31.9,-3.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.24-31.9-3.1",0,FALSE,FALSE,,,,dolostone,,
4677,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,1.30,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL1.3",0,FALSE,FALSE,,,,dolostone,,
4678,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.90,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.9",1,FALSE,FALSE,,,,dolostone,,
4679,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.50,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.5",1,FALSE,FALSE,,,,dolostone,,
4680,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-3.70,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-3.7",0,FALSE,FALSE,,,,siliceous dolostone,,
4681,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.50,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-2.5",0,FALSE,FALSE,,,,dolostone,,
4682,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.1",0,FALSE,FALSE,,,,dolostone,,
4683,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.1",1,FALSE,FALSE,,,,dolostone,,
4684,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",1.14,-34.32,-1.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL1.14-34.32-1.4",0,FALSE,FALSE,,,,siliceous dolostone,,
4685,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-5.90,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-5.9",0,FALSE,FALSE,,,,dolostone,,
4686,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.14,-31.59,-2.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.14-31.59-2.4",0,FALSE,FALSE,,,,siliceous dolostone,,
4687,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.20,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-2.2",0,FALSE,FALSE,,,,dolostone,,
4688,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-0.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-0.1",0,FALSE,FALSE,,,,dolostone,,
4689,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-5.70,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-5.7",0,FALSE,FALSE,,,,dolostone,,
4690,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-5.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-5.1",0,FALSE,FALSE,,,,dolostone,,
4691,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-3.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-3.4",0,FALSE,FALSE,,,,dolostone,,
4692,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",1.22,-34.77,-1.30,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL1.22-34.77-1.3",0,FALSE,FALSE,,,,siliceous dolostone,,
4693,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.1",2,FALSE,FALSE,,,,dolostone,,
4694,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1",2,FALSE,FALSE,,,,dolostone,,
4695,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.27,-33.33,0.20,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.27-33.330.2",0,FALSE,FALSE,,,,dolostone,,
4696,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-0.20,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-0.2",0,FALSE,FALSE,,,,dolostone,,
4697,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.80,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.8",1,FALSE,FALSE,,,,dolostone,,
4698,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-2.1",0,FALSE,FALSE,,,,dolostone,,
4699,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-0.20,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-0.2",1,FALSE,FALSE,,,,dolostone,,
4700,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1.1",0,FALSE,FALSE,,,,dolostone,,
4701,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.63,-33.62,-1.30,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.63-33.62-1.3",0,FALSE,FALSE,,,,dolostone,,
4702,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-2",0,FALSE,FALSE,,,,siliceous dolostone,,
4703,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",0.18,-28.48,-1.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL0.18-28.48-1",0,FALSE,FALSE,,,,siliceous dolostone,,
4704,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-2.1",0,FALSE,FALSE,,,,dolostone,,
4705,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-3.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-3.4",1,FALSE,FALSE,,,,dolostone,,
4706,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-0.50,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-0.5",0,FALSE,FALSE,,,,dolostone,,
4707,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-4.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-4",0,FALSE,FALSE,,,,dolostone,,
4708,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0",0,FALSE,FALSE,,,,dolostone,,
4709,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.20,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-2.2",0,FALSE,FALSE,,,,dolostone,,
4710,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,0.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL0.4",2,FALSE,FALSE,,,,dolostone,,
4711,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.30,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1.3",0,FALSE,FALSE,,,,dolostone,,
4712,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.70,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-1.7",0,FALSE,FALSE,,,,dolostone,,
4713,Xiaowaitoushan Member,Xiaowaitoushan Mbr,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-1.40,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"Xiaowaitoushan MbrChinaCAL, DOL-1.4",0,FALSE,FALSE,,,,dolostone,,
4714,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-3.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-3.1",0,FALSE,FALSE,,,,dolostone,,
4715,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.00,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-2",0,FALSE,FALSE,,,,dolostone,,
4716,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-2.50,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-2.5",0,FALSE,FALSE,,,,dolostone,,
4717,Baiyanshao Member,Baiyanshao,China,33.9,104.1,545,5,5,X,"CAL, DOL",,,-3.10,,Shen & Schidlowski (2000),same,PMCID 1.1a,,FALSE,"BaiyanshaoChinaCAL, DOL-3.1",1,FALSE,FALSE,,,,dolostone,,
4729,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,1.60,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL1.6",0,FALSE,FALSE,,,,,,
4730,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,3.10,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL3.1",0,FALSE,FALSE,,,,,,
4731,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,1.90,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL1.9",0,FALSE,FALSE,,,,gneiss,,
4732,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,2.10,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL2.1",0,FALSE,FALSE,,,,,,
4733,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,1.90,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL1.9",1,FALSE,FALSE,,,,,,
4734,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,-2.30,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL-2.3",0,FALSE,FALSE,,,,,,
4735,Lower Deep Spring Fm.,Deep Spring Fm,USA,40.7,-96.2,550,543 to 560,10,X,"CAL, DOL",,,-2.50,,Corsetti & Kaufman (1994),,PMCID 1.1a,,FALSE,"Deep Spring FmUSACAL, DOL-2.5",0,FALSE,FALSE,,,,,,
4736,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-2.20,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-2.2",0,FALSE,FALSE,,,,,,
4737,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-3.70,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-3.7",0,FALSE,FALSE,,,,,,
4738,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-4.40,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-4.4",0,FALSE,FALSE,,,,,,
4739,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-0.50,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-0.5",0,FALSE,FALSE,,,,,,
4740,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-2.40,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-2.4",0,FALSE,FALSE,,,,,,
4741,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-2.40,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-2.4",1,FALSE,FALSE,,,,,,
4742,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-2.90,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-2.9",0,FALSE,FALSE,,,,,,
4743,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-1.90,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-1.9",0,FALSE,FALSE,,,,,,
4744,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-1.50,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-1.5",0,FALSE,FALSE,,,,,,
4745,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-1.30,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-1.3",0,FALSE,FALSE,,,,,,
4746,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-0.10,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-0.1",0,FALSE,FALSE,,,,,,
4747,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-2.80,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-2.8",0,FALSE,FALSE,,,,,,
4748,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-4.50,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-4.5",0,FALSE,FALSE,,,,,,
4749,Staraya Rechka Fm.,Staraya Rechka Fm,Russia,63.7,98.1,550,590 to 543,40,X,"CAL, DOL",,,-1.30,,Kaufman et al. (1996),"Phanerozoic time-scale (e.g. Bowring and Erwin, 1998)",PMCID 1.1a,,FALSE,"Staraya Rechka FmRussiaCAL, DOL-1.3",1,FALSE,FALSE,,,,,,
