Eon,Formation,Age (Ma),Lithology,TOC (mg/g),?C org ( ‰) PDB,?C carb ( ‰) PDB',Reference Code
,Bed 18 ,700,DOL,,,4.8,KNOL86.832
,Bed 18 ,700,DOL,,,-3.1,KNOL86.832
,Bed 18 ,700,LS,,,7.2,KNOL86.832
,Bed 18 ,700,LS,,,7.2,KNOL86.832
,Biri Formation ,700,LS,16,,,TUCK83.295
,Biri Formation ,700,LS,20,,,TUCK83.295
,Biri Formation ,700,LS,34,,,TUCK83.295
,Biri Formation ,700,LS,23,,,TUCK83.295
,Biri Formation ,700,LS,,,1,TUCK83.295
,Biri Formation ,700,LS,,,1.2,TUCK83.295
,Biri Formation ,700,LS,,,1.2,TUCK83.295
,Biri Formation ,700,LS,,,1.7,TUCK83.295
,Biri Formation ,700,LS,,,1.8,TUCK83.295
,Biri Formation ,700,LS,,,1.8,TUCK83.295
,Biri Formation ,700,LS,,,1.9,TUCK83.295
,Biri Formation ,700,LS,,,1.9,TUCK83.295
,Biri Formation ,700,LS,,,2,TUCK83.295
,Biri Formation ,700,LS,,,2.2,TUCK83.295
,Biri Formation ,700,LS,,,2.2,TUCK83.295
,Brighton Limestone ,700,LS,,,1.8,VEIZ761387
,Brighton Limestone ,700,SILT,,,2.1,VEIZ761387
,Conception Group ,700,CH,,-31.2,,OEHL721246
,Hector Formation ,700,SH,,-30.6,,JACK78.335
,Hector Formation ,700,SH,,-30.4,,JACK78.335
,Hector Formation ,700,SH,2,-25.8,,LEVE754706
,Bed 14 ,720,LS,0.9,-23.9,,KNOL86.832
,Bed 14 ,720,LS,,,4.4,KNOL86.832
,Bed 15 ,720,DOL,0.4,-23.8,,KNOL86.832
,Bed 15 ,720,DOL,,,5.6,KNOL86.832
,Draken Formation ,720,DOL,1.3,-20.9,,KNOL86.832
,Draken Formation ,720,SH,10,-24.4,,KNOL86.832
,Draken Formation ,720,DOL,0.9,-23.7,,KNOL86.832
,Draken Formation ,720,CARB,0.3,-22.2,,KNOL86.832
,Draken Formation ,720,DOL,0.2,-23,,KNOL86.832
,Draken Formation ,720,LS,0.3,-27.4,,KNOL86.832
,Draken Formation ,720,DOL,,,5.2,KNOL86.832
,Draken Formation ,720,DOL,,,6.8,KNOL86.832
,Draken Formation ,720,SH,,,2.9,KNOL86.832
,Draken Formation ,720,SH,,,4.5,KNOL86.832
,Draken Formation ,720,DOL,,,5.3,KNOL86.832
,Draken Formation ,720,DOL,,,6.6,KNOL86.832
,Draken Formation ,720,DOL,,,7.8,KNOL86.832
,Draken Formation ,720,LS,,,6.6,KNOL86.832
,Draken Formation ,720,LS,,,5.4,KNOL86.832
,Rysso Formation ,720,DOL,1.2,-25.9,,KNOL86.832
,Rysso Formation ,720,CARB,1.5,-24.7,,KNOL86.832
,Rysso Formation ,720,DOL,0.8,-26.6,,KNOL86.832
,Rysso Formation ,720,LS,1.2,-25.2,,KNOL86.832
,Rysso Formation ,720,DOL,1.2,-25.2,,KNOL86.832
,Rysso Formation ,720,DOL,1.1,-25,,KNOL86.832
,Rysso Formation ,720,LS,0.9,-22.3,,KNOL86.832
,Rysso Formation ,720,DOL,0.5,-17.3,,KNOL86.832
,Rysso Formation ,720,DOL,1.2,-21.4,,KNOL86.832
,Rysso Formation ,720,DOL,0.1,-25.2,,KNOL86.832
,Rysso Formation ,720,DOL,,,4.4,KNOL86.832
,Rysso Formation ,720,CARB,,,6.1,KNOL86.832
,Rysso Formation ,720,DOL,,,5.2,KNOL86.832
,Rysso Formation ,720,LS,,,7.7,KNOL86.832
,Rysso Formation ,720,DOL,,,8,KNOL86.832
,Rysso Formation ,720,DOL,,,8.2,KNOL86.832
,Rysso Formation ,720,LS,,,5.1,KNOL86.832
,Rysso Formation ,720,DOL,,,4.6,KNOL86.832
,Rysso Formation ,720,DOL,,,3,KNOL86.832
,Rysso Formation ,720,DOL,,,4.3,KNOL86.832
,Rysso Formation ,720,DOL,,,5.8,KNOL86.832
,Bed 12 ,740,DOL,3.1,-28.2,,KNOL86.832
,Bed 12 ,740,DOL,,,1.7,KNOL86.832
,Bed 13 ,740,DOL,0.4,-23.9,,KNOL86.832
,Bed 13 ,740,SH,0.9,-24.2,,KNOL86.832
,Bed 13 ,740,SH,1.3,-23.1,,KNOL86.832
,Bed 13 ,740,DOL,,,4.7,KNOL86.832
,Bjoranes Formation ,740,SH,,-25.6,,JACK78.335
,Damara Supergroup ,750,DOL,,-23.3,,EICH75.585
,Damara Supergroup ,750,DOL,,-19.8,,EICH75.585
,Damara Supergroup ,750,LS,,-20.4,,EICH75.585
,Damara Supergroup ,750,DOL,,,2.3,SCHI75...1
,Damara Supergroup ,750,DOL,,,2.8,SCHI75...1
,Damara Supergroup ,750,LS,,,9.9,SCHI75...1
,Damara Supergroup ,750,DOL,,,6.2,SCHI75...1
,Damara Supergroup ,750,DOL,,,5.5,SCHI75...1
,Damara Supergroup ,750,DOL,,,3.9,SCHI75...1
,Damara Supergroup ,750,DOL,,,-1.1,SCHI75...1
,Damara Supergroup ,750,DOL,,,-1,SCHI75...1
,Damara Supergroup ,750,LS,,,-0.8,SCHI75...1
,Damara Supergroup ,750,DOL,,,2.5,SCHI75...1
,Damara Supergroup ,750,LS,,,-2.1,SCHI75...1
,Damara Supergroup ,750,DOL,,,-1.1,EICH75.585
,Damara Supergroup ,750,DOL,,,2.8,EICH75.585
,Damara Supergroup ,750,LS,,,9.9,EICH75.585
,Diabaig Formation ,750,SH,,-30.1,,JACK78.335
,Eleonore Bay Group ,750,DOL,,-27.5,,EICH75.585
,Eleonore Bay Group ,750,LS,,-25,,EICH75.585
,Eleonore Bay Group ,750,DOL,,-22.4,,EICH75.585
,Eleonore Bay Group ,750,LS,,-23.7,,EICH75.585
,Eleonore Bay Group ,750,DOL,,-24.9,,EICH75.585
,Eleonore Bay Group ,750,LS,,-23.9,,EICH75.585
,Eleonore Bay Group ,750,LS,,-21.6,,EICH75.585
,Eleonore Bay Group ,750,DOL,,,5.2,SCHI75...1
,Eleonore Bay Group ,750,DOL,,,5.6,SCHI75...1
,Eleonore Bay Group ,750,LS,,,7.2,SCHI75...1
,Eleonore Bay Group ,750,DOL,,,4.9,SCHI75...1
,Eleonore Bay Group ,750,LS,,,5.2,SCHI75...1
,Eleonore Bay Group ,750,CH,,,5.1,SCHI75...1
,Eleonore Bay Group ,750,DOL,,,3.7,SCHI75...1
,Eleonore Bay Group ,750,DOL,,,4.6,SCHI75...1
,Eleonore Bay Group ,750,LS,,,5.4,SCHI75...1
,Eleonore Bay Group ,750,LS,,,5.1,SCHI75...1
,Eleonore Bay Group ,750,DOL,,,5.6,EICH75.585
,Eleonore Bay Group ,750,LS,,,7.2,EICH75.585
,Eleonore Bay Group ,750,DOL,,,4.9,EICH75.585
,Eleonore Bay Group ,750,LS,,,5.2,EICH75.585
,Eleonore Bay Group ,750,LS,,,3.7,EICH75.585
,Eleonore Bay Group ,750,LS,,,5.4,EICH75.585
,Eleonore Bay Group ,750,LS,,,5.1,EICH75.585
,Landrigan Tillite ,750,DOL,,,-5.4,WILL79.377
,Sturtian ,750,LS,,,2.2,VEIZ761387
,Sturtian ,750,LS,,,2.7,VEIZ761387
,Sturtian ,750,LS,,,3.8,VEIZ761387
,Svanbergfjellet Formation ,750,LS,0.8,-26.3,,KNOL86.832
,Svanbergfjellet Formation ,750,LS,3.4,-27.7,,KNOL86.832
,Svanbergfjellet Formation ,750,SH,2.8,-31,,KNOL86.832
,Svanbergfjellet Formation ,750,CARB,0.4,-27.4,,KNOL86.832
,Svanbergfjellet Formation ,750,LS,,,4.8,KNOL86.832
,Svanbergfjellet Formation ,750,LS,,,4.6,KNOL86.832
,Svanbergfjellet Formation ,750,DOL,,,2.4,KNOL86.832
,Svanbergfjellet Formation ,750,DOL,,,-2.4,KNOL86.832
,Tapley Hill Formation ,750,SH,,-22.9,,MCK.I74.591
,Tapley Hill Formation ,750,SH,,-23.4,,MCKI74.591
,Tapley Hill Formation ,750,SH,,-24.2,,MCKI74.591
,Tapley Hill Formation ,750,SH,,-17.5,,MCKI74.591
,Tapley Hill Formation ,750,SH,,-24.2,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-18.8,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-22.9,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-23.4,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-23.8,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-14.7,,MCKI75.345
,Tapley Hill Formation ,750,SH,,-17.5,,MCKI75.345
,Tapley Hill Formation ,750,LS,,,-0.2,SCHI75...1
,Tapley Hill Formation ,750,DOL,,,-4.3,LAMB80...1
,Tapley Hill Formation ,750,DOL,,,-3.2,LAMB80...1
,Tapley Hill Formation ,750,DOL,,,-2.3,LAMB80...1
,Tapley Hill Formation ,750,DOL,,,-1.9,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1.6,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1.4,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1.4,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1.2,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-1,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-0.8,LAMB80...1
,Tapley Hill Formation ,750,LS,,,-0.6,LAMB80...
,Tapley Hill Formation ,750,DOL,,,-0.3,LAMB80...
,Tapley Hill Formation ,750,LS,,,0.4,LAMB80...
,Tapley Hill Formation ,750,DOL,,,1.1,LAMB80...
,Tapley Hill Formation ,750,LS,,,1.2,LAMB80...
,Tapley Hill Formation ,750,LS,,,2.6,LAMB80...
,Tapley Hill Formation ,750,LS,,,2.8,LAMB80...
,Tapley Hill Formation ,750,LS,,,3.8,LAMB80...
,Tapley Hill Formation ,750,LS,,,4.6,LAMB80...
,Tapley Hill Formation ,750,DOL,,,-3.8,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-3.6,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-3.5,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-3,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-2.9,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-2.8,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-2.8,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-2.7,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-2.5,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,-1.9,LAMB84.266
,Tapley Hill Formation ,750,DOL,,,1.8,WILL79.377
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-0.7,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-0.7,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-0.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,0.3,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-2.2,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-1.7,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-1.7,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-0.7,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-0.7,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-2.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-1.7,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-1.7,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-1.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-0.7,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,-0.2,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,0.3,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,0.3,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,0.3,KNUT83.250
,Tapley Hill Formation ,750,DOL,,,1.8,KNUT83.25O
,Tapley Hill Formation ,750,DOL,,,1.8,KNUT83.25O
,Tindelpina Shale Member ,750,DOL,,,1.8,VEIZ761387
,Bed 10 ,760,DOL,0.5,-29.6,,KNOL86.832
,Bed 10 ,760,DOL,,,-1.4,KNOL86.832
,Bed 11 ,760,SH,1.7,-26.6,,KNOL86.832
,Bed 11 ,760,CARB,2.9,-23.6,,KNOL86.832
,Bed 11 ,760,LS,2.3,-25.6,,KNOL86.832
,Bed 11 ,760,LS,0.5,-21.9,,KNOL86.832
,Bed 11 ,760,CARB,0.3,-20.7,,KNOL86.832
,Bed 11 ,760,SH,,,1.4,KNOL86.832
,Bed 11 ,760,CARB,,,5.6,KNOL86.832
,Bed 11 ,760,LS,,,6,KNOL86.832
,Bed 11 ,760,LS,,,4.9,KNOL86.832
,Bed 11 ,760,CARB,,,4.8,KNOL86.832
,Bed 9 ,770,LS,0.4,-26,,KNOL86.832
,Bed 9 ,770,LS,0.9,-23.3,,KNOL86.832
,Bed 9 ,770,CARB,2.2,-23.8,,KNOL86.832
,Bed 9 ,770,LS,1.5,-23,,KNOL86.832
,Bed 9 ,770,CARB,0.6,-26.3,,KNOL86.832
,Bed 9 ,770,CARB,0.4,-23,,KNOL86.832
,Bed 9 ,770,LS,,,4.6,KNOL86.832
,Bed 9 ,770,LS,,,5.9,KNOL86.832
,Bed 9 ,770,CARB,,,5.7,KNOL86.832
,Bed 9 ,770,LS,,,5.8,KNOL86.832
,Bed 9 ,770,CARB,,,7.7,KNOL86.832
,Bed 9 ,770,CARB,,,7.7,KNOL86.832
,Grusdievbreen Formation ,770,LS,0.5,-29.5,,KNOL86.832
,Grusdievbreen Formation ,770,LS,2.5,-25.4,,KNOL86.832
,Grusdievbreen Formation ,770,LS,0.9,-25.3,,KNOL86.832
,Grusdievbreen Formation ,770,LS,,,0.9,KNOL86.832
,Grusdievbreen Formation ,770,CARB,,,7,KNOL86.832
,Grusdievbreen Formation ,770,LS,,,6.6,KNOL86.832
,Grusdievbreen Formation ,770,SH,,,5.1,KNOL86.832
,Grusdievbreen Formation ,770,DOL,,,3.1,KNOL86.832
,Grusdievbreen Formation ,770,LS,,,4.4,KNOL86.832
,Skillogalee Dolomite ,770,DOL,,-25,,EICH75.585
,Skillogalee Dolomite ,770,CH,,-21,,OEHL721246
,Skillogalee Dolomite ,770,CH,,-23,,OEHL721246
,Skillogalee Dolomite ,770,CH,,-25.2,,OEHL721246
,Skillogalee Dolomite ,770,DOL,,-10.8,,MCKI74.591
,Skillogalee Dolomite ,770,DOL,,,-2,SCHI75...1
,Skillogalee Dolomite ,770,DOL,,,-0.3,SCHI75...1
,Skillogalee Dolomite ,770,DOL,,,-2,EICH75.585
,Skillogalee Dolomite ,770,DOL,,,-4.5,VEIZ761387
,Skillogalee Dolomite ,770,DOL,,,3.3,VEIZ761387
,Skillogalee Dolomite ,770,DOL,,,4.1,VEIZ761387
,Skillogalee Dolomite ,770,DOL,,,4.4,VEIZ761387
,Skillogalee Dolomite ,770,DOL,,,5,VEIZ761387
,Hunnberg Formation ,775,DOL,0.3,-28.8,,KNOL86.832
,Hunnberg Formation ,775,SH,1.1,-23.4,,K.NOL86.832
,Hunnberg Formation ,775,CARB,0.2,-27.1,,KNOL86.832
,Hunnberg Formation ,775,DOL,0.2,-28.8,,KNOL86.832
,Hunnberg Formation ,775,SH,0.3,-24.8,,KNOL86.832
,Hunnberg Formation ,775,DOL,,,-1.9,KNOL86.832
,Hunnberg Formation ,775,SH,,,3.2,KNOL86.832
,Hunnberg Formation ,775,DOL,,,-2.1,KNOL86.832
,Hunnberg Formation ,775,DOL,,,-1.1,KNOL86.832
,Hunnberg Formation ,775,SH,,,3.7,KNOL86.832
,Hunnberg Formation ,775,DOL,,,2.6,KNOL86.832
,River Wakefield Subgroup ,775,DOL,,,0.9,VEIZ761387
,River Wakefield Subgroup ,775,DOL,,,2.9,VEIZ761387
,River Wakefield Subgroup ,775,DOL,,,3.3,VEIZ761387
,River Wakefield Subgroup ,775,DOL,,,3.7,VEIZ761387
,Bed 7 ,780,LS,1.3,-23.7,,KNOL86.832
,Bed 7 ,780,LS,,,6.6,KNOL86.832
,Bed 8 ,780,LS,0.5,-22.4,,KNOL86.832
,Bed 8 ,780,LS,,,4.3,KNOL86.832
,Oxfordbreen Formation ,780,SILT,0.8,-26.1,,KNOL86.832
,Oxfordbreen Formation ,780,SH,3.3,-18.8,,KNOL86.832
,Oxfordbreen Formation ,780,LS,0.5,-23.7,,KNOL86.832
,Oxfordbreen Formation ,780,SH,,,3.3,KNOL86.832
,Oxfordbreen Formation ,780,LS,,,4.4,KNOL86.832
,Raudstop/Salodd Formation ,780,SH,0.4,-21.8,,KNOL86.832
,Raudstop/Salodd Formation ,780,SH,0.5,-25.3,,KNOL86.832
,Raudstop/Salodd Formation ,780,SH,,,3.6,KNOL86.832
,Raudstop/Salodd Formation ,780,SILT,,,3.4,KNOL86.832
800 to 900 Ma,Burra Group ,800,CH,1.3,-23.1,,HAYE83..93
,Burra Group ,800,CH,,,4.6,SCHI83.149
,Glasgowbreen Formation ,800,SILT,2.1,-26.6,,KNOL86.832
,Glasgowbreen Formation ,800,SH,1.2,-26.3,,KNOL86.832
,Glasgowbreen Formation ,800,SH,1.3,-22.9,,KNOL86.832
,Glasgowbreen Formation ,800,SH,1.5,-31,,K.NOL86.832
,Glasgowbreen Formation ,800,SH,1.1,-31.1,,KNOL86.832
,Glasgowbreen Formation ,800,SH,2,-33.1,,KNOL86.832
,Glasgowbreen Formation ,800,SH,4.1,-29.8,,KNOL86.832
,Glasgowbreen Formation ,800,SH,,,-5.8,KNOL86.832
,Norvik Formation ,800,SILT,0.4,-24.7,,KNOL86.832
,Norvik Formation ,800,SILT,0.6,-27.6,,KNOL86.832
,Bambui Group ,810,CH,,-30.6,,FAIR86.323
,Flora Formation ,820,SH,0.4,-31.9,,KNOL86.832
,Flora Formation ,820,SH,0.6,-26.2,,KNOL86.832
,Kingbreen Formation ,830,SH,0.7,-29.3,,KNOL86.832
,Kingbreen Formation ,830,SH,1.2,-26.2,,KNOL86.832
,Kingbreen Formation ,830,SH,1.7,-20.2,,KNOL86.832
,Kingbreen Formation ,830,LS,1,-25.7,,KNOL86.832
,Kingbreen Formation ,830,LS,0.8,-23.2,,KNOL86.832
,Kingbreen Formation ,830,CARB,0.8,-23.6,,KNOL86.832
,Kingbreen Formation ,830,CARB,0.3,-11.4,,KNOL86.832
,Kingbreen Formation ,830,SH,1.1,-28.1,,KNOL86.832
,Kingbreen Formation ,830,SH,1.1,-25.7,,KNOL86.832
,Kingbreen Formation ,830,SH,1.8,-32.3,,KNOL86.832
,Kingbreen Formation ,830,LS,,,4.5,KNOL86.832
,Kingbreen Formation ,830,LS,,,5,KNOL86.832
,Kingbreen Formation ,830,CARB,,,5,KNOL86.832
,Kingbreen Formation ,830,CARB,,,0.1,KNOL86.832
,Mineral Fork Tillite ,830,SILT,,-27.5,,JACK78.335
,Mineral Fork Tillite ,830,SILT,,-26.2,,JACK78.335
,Mineral Fork Tillite ,830,SILT,,-24.4,,JACK78.335
,Mineral Fork Tillite ,830,SILT,,-25,,JACK78.335
,Unnamed Formation ,830,SH,,-21.4,,JACK78.335
,Unnamed Formation ,830,SH,,-21.1,,JACK78.335
,Unnamed Formation ,830,SH,,-21.8,,JACK78.335
,Unnamed Formation ,830,SH,34,-21.9,,LEVE754706
,Kapp Lore Formation ,840,LS,0.8,-23,,KNOL86.832
,Kapp Lore Formation ,840,SH,0.5,-22.5,,KNOL86.832
,Kapp Lore Formation ,840,SH,1.5,-24.6,,KNOL86.832
,Kapp Lore Formation ,840,LS,0.5,-21.6,,KNOL86.832
,Kapp Lore Formation ,840,CARB,0.1,-19.4,,KNOL86.832
,Kapp Lore Formation ,840,SH,1,-23.1,,KNOL86.832
,Kapp Lore Formation ,840,SH,0.2,-20.4,,KNOL86.832
,Kapp Lore Formation ,840,LS,,,5.1,KNOL86.832
,Kapp Lore Formation ,840,LS,,,5.1,KNOL86.832
,Kapp Lore Formation ,840,CARB,,,4.7,KNOL86.832
,Kapp Lore Formation ,840,SH,,,5.4,KNOL86.832
,Beck Spring Dolomite ,850,CH,,-25,,OEHL721246
,Beck Spring Dolomite ,850,DOL,,-15.2,,JACK78.335
,Beck Spring Dolomite ,850,DOL,,,3.8,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,3.9,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.1,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.1,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.1,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.2,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.3,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.3,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.5,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.5,TUCK82...7
,Beck Spring Dolomite ,850,DOL,,,4.5,TUCK.82 7
,Beck Spring Dolomite ,850,DOL,,,4.8,TUCK82...7
,Bitter Springs Formation ,850,CH,,-28.4,,OEHL721246
,Bitter Springs Formation ,850,CH,,-27.2,,OEHL721246
,Bitter Springs Formation ,850,DOL,,-18.6,,MCKI74.591
,Bitter Springs Formation ,850,CH,,-24.8,,SMIT70.659
,Bitter Springs Formation ,850,CH,,-15.8,,JACK78.335
,Bitter Springs Formation ,850,CH,0.5,-21.9,,HAYE83..93
,Bitter Springs Formation ,850,CH,0.8,-22.4,,HAYE83..93
,Bitter Springs Formation ,850,CH,,,3.4,SCHI83.149
,Bitter Springs Formation ,850,DOL,,,-3.8,VEIZ761387
,Bitter Springs Formation ,850,LS,,,-2.6,VEIZ761387
,Bitter Springs Formation ,850,LS,,,-2.1,VEIZ761387
,Bitter Springs Formation ,850,LS,,,-0.9,VEIZ761387
,Bitter Springs Formation ,850,LS,,,,VEIZ761387
,Bitter Springs Formation ,850,LS,,,0.1,VEIZ761387
,Bitter Springs Formation ,850,DOL,,,1.4,VEIZ761387
,Bitter Springs Formation ,850,DOL,,,2.2,VEIZ761387
,Bitter Springs Formation ,850,DOL,,,2.2,VEIZ761387
,Bitter Springs Formation ,850,LS,,,3.1,VEIZ761387
,Bitter Springs Formation ,850,LS,,,3.7,VEIZ761387
,Bitter Springs Formation ,850,LS,,,4.1,VEIZ761387
,Bitter Springs Formation ,850,LS,,,5.3,VEIZ761387
,Bitter Springs Formation ,850,LS,,,6.1,VEIZ761387
,Chattisgarh System ,850,DOL,,,2.5,SCHI75...
,Chattisgarh System ,850,LS,,,4.4,SCHI75...
,Chattisgarh System ,850,LS,,,5,SCHI75...
,Chattisgarh System ,850,DOL,,,4.4,SCHI75...
,Chattisgarh System ,850,LS,,,3,SCHI75...
,Chattisgarh System ,850,LS,,,5,EICH75.585
,Chattisgarh System ,850,LS,,-24.4,,EICH75.585
,Kingston Peak Formation ,850,SILT,,-19.5,,JACK78.335
,Kingston Peak Formation ,850,LS,3.5,,,TUCK86.818
,Kingston Peak Formation ,850,LS,15.8,-19.9,,TUCK86.818
,Kingston Peak Formation ,850,LS,6.8,-21.5,,TUCK86.818
,Kingston Peak Formation ,850,LS,14.9,-23.7,,TUCK86.818
,Kingston Peak Formation ,850,LS,9.2,,,TUCK86.818
,Kingston Peak Formation ,850,LS,6.6,-25.2,,TUCK86.818
,Kingston Peak Formation ,850,LS,5.2,,,TUCK86.818
,Kingston Peak Formation ,850,LS,2.4,,,TUCK86.818
,Kingston Peak Formation ,850,LS,,,1.1,TUCK86.818
,Kingston Peak Formation ,850,LS,,,1,TUCK86.818
,Kingston Peak Formation ,850,LS,,,4.3,TUCK86.818
,Kingston Peak Formation ,850,LS,,,1.4,TUCK86.818
,Kingston Peak Formation ,850,LS,,,2.8,TUCK86.818
,Kingston Peak Formation ,850,LS,,,1.4,TUCK86.818
,Kingston Peak Formation ,850,LS,,,1.8,TUCK86.818
,Kwagunt Formation ,850,SH,,-25.7,,BLOE85.741
,Westmanbukta Formation ,850,SH,1.4,-27.7,,KNOL86.832
,Westmanbukta Formation ,850,SILT,13.3,-29.5,,KNOL86.832
,Kortbreen Formation ,860,SH,2.6,-25,,KNOL86.832
,Kortbreen Formation ,860,SH,2.5,-24.4,,KNOL86.832
,Kortbreen Formation ,860,SILT,2.8,-24.8,,KNOL86.832
,Persberget Formation ,860,SH,1.8,-21.6,,KNOL86.832
,Persberget Formation ,860,SH,0.4,-21.7,,KNOL86.832
,Persberget Formation ,860,SH,,,1.1,KNOL86.832
Middle Proterozoic 900 to 1000 Ma,Taoudenni Basin ,900,LS,-25.7,,,EICH75.585
,Taoudenni Basin ,900,LS,-29.3,,,EICH75.585
,Taoudenni Basin ,900,LS,-26.1,,,EICH75.585
,Taoudenni Basin ,900,DOL,,,0.7,SCHI75...1
,Taoudenni Basin ,900,DOL,,,-0.4,SCHI75...1
,Taoudenni Basin ,900,LS,,,1.8,SCHI75...1
,Taoudenni Basin ,900,LS,,,0.1,SpHI75...1
,Taoudenni Basin ,900,LS,,,-0.9,SCHI75... 1
,Taoudenni Basin ,900,LS,,,-2.2,SCHI75...1
,Taoudenni Basin ,900,LS,,,0.7,SCHI75...1
,Taoudenni Basin ,900,LS,,,1.3,SCHI75...1
,Taoudenni Basin ,900,LS,,,1.3,EICH75.585
,Taoudenni Basin ,900,LS,,,-0.9,EICH75.585
,Taoudenni Basin ,900,LS,,,0.7,EICH75.585
,Red Pine Shale ,950,SH,1.7,-17,,HAYE83..93
,Stoer Bay Formation ,950,SH,,-29.1,,JACK78.335
1000 to 1200 Ma,"Kundelungu ""Series"" ",1000,DOL,,,1.3,SCHI75...1
,Kurnool System ,1000,LS,,-25,,EICH75.585
,Kurnool System ,1000,LS,,,3.4,EICH75.585
,Lower Kurnool System ,1000,LS,,,3.4,SCHI75...1
,Lower Roan Group ,1000,DOL,,,-1.9,SCHI75...
,Lower Roan Group ,1000,LS,,,-2.4,SCHI75...
,Lower Roan Group ,1000,DOL,,,4.6,SCHI75...
,Lower Roan Group ,1000,DOL,,,-1.5,SCHI75...
,Lower Roan Group ,1000,DOL,,,-1,SCHI75...
,Lower Roan Group ,1000,LS,,,-2.3,SCHI75...
,Lower Roan Group ,1000,DOL,,,1.3,SCHI75...
,Lower Roan Group ,1000,DOL,,,1.6,SCHI75...
,Lower Roan Group ,1000,DOL,,,1.4,SCHI75...
,Lower Roan Group ,1000,DOL,,,0.7,SCHI75...
,Lower Roan Group ,1000,DOL,,,-18.5,SCHI75...1
,Lower Roan Group ,1000,CARB,,,-7.6,SCHI75...1
,Mwashia Group ,1000,DOL,,,-3.5,SCHI75...1
,Upper Kurnool System ,1000,LS,,,-0.6,SCHI75...1
,Upper Roan Group ,1000,DOL,,,6.8,SCHI75...1
,Allamoore Fonnation ,1050,CH,0.8,-31.3,,HAYE83..93
,Oakway Formation ,1050,DOL,,,-1.1,SCHI75...1
,Nonesuch Shale ,1055,SH,,-27.1,,HOER67.365
,Nonesuch Shale ,1055,SH,,-33.1,,JACK78.335
,Nonesuch Shale ,1055,SH,,-33,,JACK78.335
,Nonesuch Shale ,1055,SH,,-33.4,,JACK78.335
,Nonesuch Shale ,1055,SH,,-32.9,,JACK78.335
,Nonesuch Shale ,1055,SH,,-33.5,,JACK78.335
,Nonesuch Shale ,1055,SH,2.7,-33.8,,HAYE83..93
